user_id,register_time,install_date,channel,country,device_os,device_model,app_version,age_group,gender,is_new_user
U026486,,2026-05-13,facebook_ads,ID,Android,vivo X100,1.3.1,35-44,M,1
U026487,2026-05-13 02:29:44,2026-05-13,facebook_ads,ID,Android,OPPO Reno11,1.3.0,35-44,M,1
U026488,2026-05-13 01:52:54,2026-05-13,organic,CN,Android,Samsung Galaxy A54,1.3.0,35-44,M,1
U026489,,2026-05-13,app_store,US,iOS,iPhone 13,1.3.1,18-24,M,1
U026490,2026-05-13 00:22:00,2026-05-13,app_store,US,Android,Samsung Galaxy S23,1.3.0,35-44,M,1
U026491,2026-05-13 12:19:04,2026-05-13,organic,BR,Android,Samsung Galaxy S23,1.3.1,35-44,F,1
U026492,,2026-05-13,google_ads,JP,iOS,iPhone 13,1.3.1,25-34,M,1
U026493,,2026-05-13,google_ads,BR,Android,Redmi Note 13,1.3.1,25-34,M,1
U026494,2026-05-13 00:58:45,2026-05-13,organic,CN,iOS,iPhone 15,1.2.1,18-24,M,1
U026495,2026-05-13 00:58:57,2026-05-13,app_store,BR,Android,Xiaomi 14,1.3.1,18-24,F,1
U026496,2026-05-13 01:49:53,2026-05-13,organic,CN,Android,Redmi Note 13,1.3.0,25-34,F,1
U026497,2026-05-13 02:03:39,2026-05-13,referral,CN,Android,Xiaomi 14,1.3.0,18-24,M,1
U026498,2026-05-13 02:48:00,2026-05-13,google_ads,BR,Android,Xiaomi 14,1.3.1,25-34,F,1
U026499,2026-05-13 00:16:11,2026-05-13,organic,CN,iOS,iPhone 12,1.3.0,25-34,F,1
U026500,2026-05-15 00:18:11,2026-05-13,organic,JP,iOS,iPhone 14,1.3.0,18-24,F,1
U026501,2026-05-13 01:29:16,2026-05-13,organic,BR,Android,Xiaomi 14,1.3.0,25-34,F,1
U026502,2026-05-13 01:13:01,2026-05-13,organic,ID,Android,Google Pixel 8,1.3.1,25-34,M,1
U026503,2026-05-13 01:32:11,2026-05-13,app_store,CN,Android,Samsung Galaxy S23,1.3.0,25-34,M,1
U026504,2026-05-13 00:34:11,2026-05-13,google_ads,BR,Android,OPPO Reno11,1.3.0,35-44,F,1
U026505,2026-05-13 01:28:32,2026-05-13,tiktok_ads,BR,Android,Redmi Note 13,1.3.0,25-34,M,1
U026506,,2026-05-13,facebook_ads,US,iOS,iPhone 13,1.3.0,25-34,F,1
U026507,2026-05-13 01:48:00,2026-05-13,app_store,CN,Android,Huawei Mate 60,1.3.0,25-34,F,1
U026508,2026-05-13 00:46:55,2026-05-13,tiktok_ads,ID,Android,Redmi Note 13,1.2.1,25-34,F,1
U026509,2026-05-13 00:30:30,2026-05-13,organic,CN,Android,Samsung Galaxy S23,1.3.1,25-34,M,1
U026510,2026-05-13 02:58:02,2026-05-13,organic,BR,Android,Huawei Mate 60,1.3.0,25-34,F,1
U026511,2026-05-13 02:57:58,2026-05-13,google_ads,US,Android,Huawei Mate 60,1.2.1,25-34,F,1
U026512,2026-05-13 12:16:42,2026-05-13,organic,BR,Android,Xiaomi 14,1.3.0,25-34,F,1
U026513,2026-05-13 00:19:26,2026-05-13,facebook_ads,US,iOS,iPhone 13,1.3.0,25-34,M,1
U026514,2026-05-13 00:37:34,2026-05-13,organic,JP,iOS,iPhone 15,1.3.0,45-54,F,1
U026515,2026-05-13 12:02:12,2026-05-13,referral,JP,iOS,iPhone 15,1.3.0,25-34,M,1
U026516,2026-05-13 01:20:11,2026-05-13,tiktok_ads,CN,Android,Xiaomi 14,1.3.1,18-24,F,1
U026517,2026-05-13 02:30:33,2026-05-13,organic,JP,iOS,iPhone 12,1.2.1,18-24,M,1
U026518,,2026-05-13,app_store,US,Android,Redmi Note 13,1.3.0,35-44,M,1
U026519,,2026-05-13,tiktok_ads,BR,iOS,iPhone 12,1.3.1,25-34,F,1
U026520,,2026-05-13,referral,CN,Android,vivo X100,1.3.0,18-24,Unknown,1
U026521,2026-05-13 00:16:16,2026-05-13,google_ads,JP,iOS,iPhone 13,1.3.0,25-34,M,1
U026522,2026-05-13 01:06:00,2026-05-13,organic,CN,Android,Google Pixel 8,1.3.1,18-24,M,1
U026523,2026-05-13 00:39:35,2026-05-13,tiktok_ads,CN,Android,Huawei Mate 60,1.3.0,25-34,F,1
U026524,2026-05-13 06:31:42,2026-05-13,google_ads,US,Android,OPPO Reno11,1.3.0,35-44,Unknown,1
U026525,,2026-05-13,organic,US,iOS,iPhone 15,1.3.1,18-24,M,1
U026526,2026-05-13 02:49:11,2026-05-13,tiktok_ads,BR,Android,OPPO Reno11,1.3.1,35-44,F,1
U026527,2026-05-13 01:25:08,2026-05-13,app_store,CN,Android,Huawei Mate 60,1.3.0,35-44,M,1
U026528,2026-05-13 12:13:49,2026-05-13,organic,JP,iOS,iPhone SE,1.3.0,18-24,F,1
U026529,,2026-05-13,app_store,US,iOS,iPhone 13,1.3.1,35-44,F,1
U026530,2026-05-13 01:50:04,2026-05-13,app_store,US,Android,Xiaomi 14,1.2.1,25-34,M,1
U026531,2026-05-13 00:17:02,2026-05-13,app_store,US,iOS,iPhone 14,1.3.0,25-34,M,1
U026532,2026-05-13 02:18:15,2026-05-13,organic,CN,Android,Huawei Mate 60,1.3.0,35-44,F,1
U026533,2026-05-13 00:26:28,2026-05-13,app_store,CN,Android,Samsung Galaxy A54,1.3.1,35-44,F,1
U026534,2026-05-13 02:16:53,2026-05-13,app_store,US,iOS,iPhone SE,1.3.1,18-24,F,1
U026535,2026-05-13 01:25:50,2026-05-13,google_ads,ID,iOS,iPhone SE,1.2.1,18-24,F,1
U026536,,2026-05-13,google_ads,US,Android,Google Pixel 8,1.3.1,25-34,F,1
U026537,2026-05-13 02:42:55,2026-05-13,app_store,BR,iOS,iPhone 13,1.3.0,25-34,F,1
U026538,,2026-05-13,app_store,CN,iOS,iPhone 13,1.3.0,35-44,F,1
U026539,2026-05-13 01:11:00,2026-05-13,google_ads,CN,Android,Redmi Note 13,1.3.0,18-24,M,1
U026540,2026-05-13 12:49:49,2026-05-13,organic,CN,Android,Samsung Galaxy S23,1.3.1,25-34,F,1
U026541,2026-05-13 12:07:41,2026-05-13,google_ads,US,Android,Samsung Galaxy A54,1.3.0,25-34,M,1
U026542,2026-05-13 00:39:13,2026-05-13,tiktok_ads,US,iOS,iPhone 13,1.2.1,18-24,F,1
U026543,,2026-05-13,facebook_ads,ID,Android,Huawei Mate 60,1.3.1,35-44,F,1
U026544,2026-05-13 00:01:41,2026-05-13,app_store,JP,iOS,iPhone 12,1.3.0,35-44,M,1
U026545,2026-05-13 01:35:12,2026-05-13,google_ads,US,Android,Samsung Galaxy S23,1.3.0,45-54,F,1
U026546,2026-05-13 00:53:27,2026-05-13,organic,US,iOS,iPhone 15,1.3.0,35-44,F,1
U026547,2026-05-13 02:39:34,2026-05-13,google_ads,CN,iOS,iPhone 14,1.3.0,35-44,F,1
U026548,2026-05-13 01:38:19,2026-05-13,organic,BR,Android,OPPO Reno11,1.3.1,25-34,F,1
U026549,2026-05-13 06:46:01,2026-05-13,google_ads,BR,Android,Huawei Mate 60,1.3.1,25-34,F,1
U026550,,2026-05-13,organic,US,Android,Samsung Galaxy S23,1.3.0,25-34,M,1
U026551,2026-05-13 12:10:23,2026-05-13,google_ads,US,iOS,iPhone 12,1.3.1,35-44,F,1
U026552,2026-05-13 00:05:16,2026-05-13,app_store,US,iOS,iPhone 11,1.3.0,45-54,M,1
U026553,2026-05-13 06:12:34,2026-05-13,tiktok_ads,ID,Android,Samsung Galaxy A54,1.3.0,18-24,M,1
U026554,2026-05-13 00:41:30,2026-05-13,tiktok_ads,BR,Android,Redmi Note 13,1.3.1,18-24,F,1
U026555,,2026-05-13,tiktok_ads,ID,Android,Samsung Galaxy A54,1.2.1,18-24,F,1
U026556,2026-05-13 02:26:03,2026-05-13,organic,US,iOS,iPhone 12,1.3.0,18-24,F,1
U026557,2026-05-13 00:44:34,2026-05-13,organic,CN,Android,Google Pixel 8,1.2.1,18-24,M,1
U026558,2026-05-13 06:41:48,2026-05-13,facebook_ads,BR,Android,Xiaomi 14,1.3.0,18-24,M,1
U026559,2026-05-13 00:12:44,2026-05-13,organic,US,Android,OPPO Reno11,1.2.1,25-34,F,1
U026560,2026-05-13 01:47:10,2026-05-13,tiktok_ads,BR,Android,Huawei Mate 60,1.3.1,18-24,F,1
U026561,2026-05-13 00:03:05,2026-05-13,app_store,CN,iOS,iPhone 14,1.3.0,18-24,F,1
U026562,2026-05-13 02:25:04,2026-05-13,organic,CN,iOS,iPhone 13,1.3.0,18-24,F,1
U026563,,2026-05-13,facebook_ads,ID,Android,Xiaomi 14,1.3.0,18-24,F,1
U026564,2026-05-13 00:11:12,2026-05-13,facebook_ads,CN,iOS,iPhone 15,1.3.0,25-34,F,1
U026565,2026-05-13 01:14:53,2026-05-13,facebook_ads,US,iOS,iPhone 14,1.3.0,45-54,F,1
U026566,2026-05-13 02:50:02,2026-05-13,referral,JP,iOS,iPhone 13,1.3.1,25-34,F,1
U026567,,2026-05-13,organic,BR,Android,Redmi Note 13,1.3.0,45-54,M,1
U026568,2026-05-13 02:44:05,2026-05-13,google_ads,BR,Android,Xiaomi 14,1.3.0,25-34,M,1
U026569,2026-05-13 06:47:44,2026-05-13,app_store,CN,Android,Huawei Mate 60,1.3.1,35-44,M,1
U026570,2026-05-13 02:42:15,2026-05-13,google_ads,ID,Android,OPPO Reno11,1.3.1,18-24,M,1
U026571,,2026-05-13,google_ads,US,iOS,iPhone 15,1.3.1,18-24,M,1
U026572,2026-05-14 02:59:08,2026-05-14,organic,CN,Android,Huawei Mate 60,1.2.1,25-34,F,1
U026573,2026-05-14 02:02:19,2026-05-14,app_store,CN,Android,OPPO Reno11,1.2.1,25-34,M,1
U026574,2026-05-14 02:54:50,2026-05-14,app_store,ID,iOS,iPhone 15,1.3.0,25-34,F,1
U026575,2026-05-14 02:36:34,2026-05-14,google_ads,US,Android,Samsung Galaxy A54,1.3.0,25-34,M,1
U026576,2026-05-14 00:26:56,2026-05-14,tiktok_ads,BR,iOS,iPhone 14,1.3.1,25-34,M,1
U026577,2026-05-14 01:57:35,2026-05-14,app_store,US,Android,Redmi Note 13,1.3.0,45-54,M,1
U026578,,2026-05-14,google_ads,US,iOS,iPhone 13,1.3.0,25-34,F,1
U026579,2026-05-14 00:15:46,2026-05-14,organic,ID,Android,Samsung Galaxy A54,1.3.0,18-24,M,1
U026580,2026-05-14 01:14:36,2026-05-14,facebook_ads,BR,Android,Xiaomi 14,1.3.0,35-44,F,1
U026581,,2026-05-14,google_ads,US,Android,Huawei Mate 60,1.3.0,25-34,M,1
U026582,2026-05-14 00:52:35,2026-05-14,app_store,CN,Android,Xiaomi 14,1.3.0,18-24,M,1
U026583,2026-05-14 02:01:50,2026-05-14,tiktok_ads,ID,Android,Xiaomi 14,1.3.1,35-44,M,1
U026584,,2026-05-14,tiktok_ads,CN,Android,vivo X100,1.3.1,25-34,M,1
U026585,2026-05-14 02:59:19,2026-05-14,organic,BR,Android,Samsung Galaxy A54,1.3.0,25-34,F,1
U026586,2026-05-14 00:10:22,2026-05-14,tiktok_ads,ID,iOS,iPhone 14,1.3.0,45-54,M,1
U026587,2026-05-14 06:07:56,2026-05-14,referral,CN,iOS,iPhone SE,1.3.0,18-24,F,1
U026588,2026-05-14 01:32:19,2026-05-14,organic,JP,iOS,iPhone 14,1.3.0,25-34,M,1
U026589,2026-05-14 02:47:39,2026-05-14,organic,CN,Android,Samsung Galaxy S23,1.3.0,25-34,F,1
U026590,2026-05-14 01:58:50,2026-05-14,organic,CN,Android,OPPO Reno11,1.3.0,18-24,M,1
U026591,2026-05-14 00:41:03,2026-05-14,app_store,CN,iOS,iPhone 13,1.3.1,25-34,F,1
U026592,2026-05-14 02:55:14,2026-05-14,organic,ID,Android,Samsung Galaxy S23,1.3.1,18-24,F,1
U026593,,2026-05-14,facebook_ads,ID,Android,Xiaomi 14,1.3.0,25-34,M,1
U026594,2026-05-14 01:19:22,2026-05-14,organic,JP,Android,Samsung Galaxy A54,1.3.1,35-44,F,1
U026595,,2026-05-14,google_ads,CN,iOS,iPhone 15,1.3.1,25-34,M,1
U026596,2026-05-14 06:24:18,2026-05-14,tiktok_ads,US,iOS,iPhone 13,1.3.0,18-24,M,1
U026597,,2026-05-14,organic,US,Android,Samsung Galaxy S23,1.3.0,18-24,F,1
U026598,2026-05-14 06:27:31,2026-05-14,tiktok_ads,ID,Android,Redmi Note 13,1.3.1,18-24,M,1
U026599,2026-05-14 00:23:37,2026-05-14,referral,US,iOS,iPhone 13,1.3.1,45-54,F,1
U026600,2026-05-14 01:34:54,2026-05-14,referral,US,iOS,iPhone SE,1.2.1,18-24,F,1
U026601,2026-05-14 00:56:27,2026-05-14,facebook_ads,BR,Android,Samsung Galaxy S23,1.3.0,18-24,F,1
U026602,2026-05-14 02:24:56,2026-05-14,referral,JP,Android,Google Pixel 8,1.3.0,25-34,F,1
U026603,2026-05-14 00:22:26,2026-05-14,tiktok_ads,US,Android,Samsung Galaxy S23,1.2.1,18-24,M,1
U026604,,2026-05-14,tiktok_ads,JP,Android,OPPO Reno11,1.3.1,18-24,M,1
U026605,2026-05-14 01:56:51,2026-05-14,organic,CN,Android,OPPO Reno11,1.3.0,35-44,F,1
U026606,,2026-05-14,tiktok_ads,BR,iOS,iPhone 14,1.2.1,35-44,M,1
U026607,2026-05-14 00:51:25,2026-05-14,google_ads,US,Android,Google Pixel 8,1.2.1,35-44,F,1
U026608,2026-05-14 06:25:34,2026-05-14,tiktok_ads,ID,Android,Google Pixel 8,1.3.1,18-24,M,1
U026609,2026-05-14 12:42:21,2026-05-14,google_ads,US,iOS,iPhone 12,1.3.0,25-34,F,1
U026610,,2026-05-14,google_ads,BR,Android,OPPO Reno11,1.3.1,18-24,F,1
U026611,2026-05-14 00:04:01,2026-05-14,google_ads,BR,Android,OPPO Reno11,1.3.0,35-44,F,1
U026612,2026-05-14 01:36:00,2026-05-14,facebook_ads,US,iOS,iPhone 13,1.3.0,35-44,F,1
U026613,2026-05-14 12:48:52,2026-05-14,organic,US,iOS,iPhone 15,1.2.1,18-24,F,1
U026614,2026-05-14 02:41:28,2026-05-14,tiktok_ads,BR,Android,Redmi Note 13,1.3.1,18-24,M,1
U026615,2026-05-14 06:55:58,2026-05-14,tiktok_ads,BR,Android,Xiaomi 14,1.3.0,25-34,F,1
U026616,,2026-05-14,tiktok_ads,US,Android,Redmi Note 13,1.3.1,18-24,F,1
U026617,2026-05-14 01:00:25,2026-05-14,tiktok_ads,US,iOS,iPhone 15,1.2.1,18-24,M,1
U026618,2026-05-14 01:49:16,2026-05-14,organic,JP,Android,OPPO Reno11,1.3.1,25-34,M,1
U026619,2026-05-14 12:46:41,2026-05-14,app_store,CN,iOS,iPhone 11,1.2.1,25-34,F,1
U026620,2026-05-14 00:04:18,2026-05-14,tiktok_ads,ID,Android,Samsung Galaxy A54,1.2.1,25-34,F,1
U026621,,2026-05-14,tiktok_ads,BR,iOS,iPhone 15,1.2.1,25-34,M,1
U026622,2026-05-14 00:09:51,2026-05-14,referral,ID,Android,vivo X100,1.3.0,18-24,M,1
U026623,2026-05-14 00:57:08,2026-05-14,organic,CN,Android,Xiaomi 14,1.2.1,25-34,F,1
U026624,2026-05-14 06:11:53,2026-05-14,google_ads,ID,Android,OPPO Reno11,1.2.1,35-44,F,1
U026625,2026-05-14 02:27:13,2026-05-14,organic,JP,iOS,iPhone 13,1.2.1,18-24,F,1
U026626,2026-05-14 01:01:15,2026-05-14,organic,US,iOS,iPhone 12,1.3.0,35-44,F,1
U026627,,2026-05-14,facebook_ads,JP,iOS,iPhone 15,1.3.1,25-34,F,1
U026628,2026-05-14 02:15:01,2026-05-14,app_store,BR,Android,Huawei Mate 60,1.3.1,45-54,M,1
U026629,,2026-05-14,organic,CN,Android,Huawei Mate 60,1.3.0,35-44,M,1
U026630,2026-05-14 00:00:31,2026-05-14,organic,BR,iOS,iPhone 14,1.3.0,18-24,F,1
U026631,2026-05-14 02:54:18,2026-05-14,tiktok_ads,US,iOS,iPhone 13,1.3.1,45-54,F,1
U026632,2026-05-14 12:19:59,2026-05-14,organic,ID,iOS,iPhone 11,1.3.0,55+,M,1
U026633,2026-05-14 06:51:28,2026-05-14,google_ads,US,Android,OPPO Reno11,1.3.0,25-34,F,1
U026634,2026-05-14 00:29:11,2026-05-14,facebook_ads,CN,iOS,iPhone 13,1.3.0,25-34,F,1
U026635,2026-05-14 00:03:05,2026-05-14,organic,BR,Android,Huawei Mate 60,1.3.0,18-24,M,1
U026636,2026-05-14 12:35:00,2026-05-14,google_ads,BR,Android,Redmi Note 13,1.2.1,25-34,F,1
U026637,2026-05-14 01:11:36,2026-05-14,facebook_ads,ID,Android,Google Pixel 8,1.3.1,55+,F,1
U026638,2026-05-15 00:33:27,2026-05-14,google_ads,CN,Android,OPPO Reno11,1.3.0,25-34,F,1
U026639,2026-05-14 02:03:11,2026-05-14,google_ads,BR,Android,Redmi Note 13,1.3.1,18-24,M,1
U026640,2026-05-14 06:33:47,2026-05-14,app_store,US,Android,vivo X100,1.2.1,18-24,F,1
U026641,2026-05-14 02:21:12,2026-05-14,google_ads,JP,iOS,iPhone 13,1.3.1,45-54,F,1
U026642,,2026-05-14,organic,CN,Android,Xiaomi 14,1.2.1,18-24,M,1
U026643,,2026-05-14,organic,US,iOS,iPhone 15,1.3.0,18-24,F,1
U026644,,2026-05-14,google_ads,JP,iOS,iPhone 13,1.2.1,25-34,F,1
U026645,2026-05-14 00:22:12,2026-05-14,organic,BR,Android,vivo X100,1.3.1,35-44,M,1
U026646,2026-05-14 01:15:35,2026-05-14,app_store,CN,Android,OPPO Reno11,1.3.0,25-34,M,1
U026647,2026-05-14 00:18:36,2026-05-14,tiktok_ads,US,iOS,iPhone SE,1.3.0,35-44,F,1
U026648,2026-05-14 00:09:52,2026-05-14,tiktok_ads,ID,Android,vivo X100,1.2.1,18-24,F,1
U026649,2026-05-14 02:24:54,2026-05-14,google_ads,JP,Android,OPPO Reno11,1.3.1,25-34,F,1
U026650,2026-05-14 00:35:03,2026-05-14,organic,JP,Android,Samsung Galaxy A54,1.3.0,35-44,M,1
U026651,2026-05-14 12:03:10,2026-05-14,app_store,US,Android,Redmi Note 13,1.3.1,25-34,M,1
U026652,2026-05-14 02:44:55,2026-05-14,tiktok_ads,ID,Android,Google Pixel 8,1.3.0,25-34,F,1
U026653,2026-05-14 12:29:30,2026-05-14,organic,ID,Android,Huawei Mate 60,1.3.0,25-34,M,1
U026654,2026-05-14 01:10:14,2026-05-14,facebook_ads,US,iOS,iPhone 14,1.3.0,18-24,F,1
U026655,,2026-05-14,tiktok_ads,CN,Android,Redmi Note 13,1.3.0,18-24,F,1
U026656,2026-05-14 00:31:46,2026-05-14,tiktok_ads,CN,Android,Huawei Mate 60,1.3.1,25-34,F,1
U026657,2026-05-14 00:24:22,2026-05-14,google_ads,ID,Android,Huawei Mate 60,1.3.0,35-44,F,1
U026658,2026-05-14 00:30:39,2026-05-14,organic,CN,iOS,iPhone 13,1.3.1,18-24,M,1
U026659,2026-05-14 01:33:33,2026-05-14,tiktok_ads,CN,Android,Samsung Galaxy A54,1.2.1,18-24,M,1
U026660,2026-05-16 00:22:19,2026-05-14,facebook_ads,JP,iOS,iPhone 15,1.3.0,25-34,M,1
U026661,2026-05-14 01:15:00,2026-05-14,organic,BR,Android,OPPO Reno11,1.3.1,25-34,F,1
U026662,2026-05-14 12:18:48,2026-05-14,app_store,CN,Android,Redmi Note 13,1.3.0,45-54,M,1
U026663,2026-05-14 00:13:53,2026-05-14,facebook_ads,US,iOS,iPhone 15,1.3.1,35-44,M,1
U026664,2026-05-14 01:25:19,2026-05-14,app_store,CN,Android,Samsung Galaxy A54,1.3.0,25-34,F,1
U026665,2026-05-14 01:45:33,2026-05-14,organic,US,iOS,iPhone 15,1.3.0,25-34,M,1
U026666,2026-05-14 02:13:21,2026-05-14,referral,JP,Android,Huawei Mate 60,1.2.1,18-24,F,1
U026667,2026-05-14 00:55:33,2026-05-14,tiktok_ads,US,Android,Samsung Galaxy A54,1.3.0,25-34,F,1
U026668,,2026-05-14,tiktok_ads,ID,Android,Samsung Galaxy A54,1.3.0,25-34,F,1
U026669,2026-05-15 00:21:04,2026-05-14,app_store,CN,Android,Redmi Note 13,1.3.0,18-24,F,1
U026670,,2026-05-14,facebook_ads,BR,Android,Samsung Galaxy S23,1.3.1,25-34,F,1
U026671,2026-05-15 00:29:00,2026-05-14,organic,US,Android,vivo X100,1.3.0,18-24,F,1
U026672,2026-05-14 06:16:40,2026-05-14,google_ads,JP,Android,Samsung Galaxy S23,1.3.0,25-34,F,1
U026673,,2026-05-14,google_ads,CN,Android,Huawei Mate 60,1.2.1,18-24,M,1
U026674,2026-05-14 01:00:42,2026-05-14,tiktok_ads,US,iOS,iPhone 13,1.3.0,25-34,F,1
U026675,2026-05-14 01:23:01,2026-05-14,referral,CN,Android,Google Pixel 8,1.3.1,25-34,M,1
U026676,2026-05-14 01:04:16,2026-05-14,facebook_ads,ID,iOS,iPhone 14,1.3.0,18-24,M,1
U026677,2026-05-14 00:13:35,2026-05-14,organic,BR,iOS,iPhone 14,1.3.1,25-34,M,1
U026678,2026-05-14 01:06:37,2026-05-14,tiktok_ads,BR,Android,Samsung Galaxy A54,1.3.0,25-34,F,1
U026679,2026-05-14 12:57:06,2026-05-14,google_ads,CN,Android,OPPO Reno11,1.3.0,35-44,F,1
U026680,,2026-05-14,tiktok_ads,US,Android,Redmi Note 13,1.3.0,25-34,F,1
U026681,2026-05-14 00:32:14,2026-05-14,organic,US,iOS,iPhone 14,1.2.1,25-34,M,1
U026682,2026-05-14 02:36:58,2026-05-14,app_store,JP,iOS,iPhone 11,1.3.1,18-24,M,1
U026683,2026-05-14 12:35:03,2026-05-14,tiktok_ads,BR,Android,Xiaomi 14,1.2.1,35-44,M,1
U026684,2026-05-14 00:16:36,2026-05-14,organic,BR,Android,Samsung Galaxy S23,1.3.1,18-24,M,1
U026685,2026-05-14 01:50:44,2026-05-14,organic,JP,iOS,iPhone 12,1.3.1,25-34,M,1
U026686,2026-05-14 00:03:42,2026-05-14,app_store,BR,Android,Samsung Galaxy S23,1.3.0,18-24,F,1
U026687,2026-05-14 02:48:05,2026-05-14,google_ads,BR,Android,Xiaomi 14,1.2.1,18-24,M,1
U026688,2026-05-14 00:03:54,2026-05-14,tiktok_ads,US,iOS,iPhone 14,1.3.1,25-34,M,1
U026689,2026-05-14 02:34:44,2026-05-14,organic,CN,Android,Google Pixel 8,1.2.1,25-34,M,1
U026690,2026-05-14 01:50:14,2026-05-14,tiktok_ads,ID,Android,Redmi Note 13,1.3.1,18-24,F,1
U026691,,2026-05-14,facebook_ads,BR,Android,Huawei Mate 60,1.3.1,18-24,M,1
U026692,2026-05-14 00:52:41,2026-05-14,organic,ID,Android,Xiaomi 14,1.3.0,18-24,F,1
U026693,2026-05-14 00:46:56,2026-05-14,app_store,BR,Android,Samsung Galaxy A54,1.3.1,45-54,F,1
U026694,,2026-05-14,facebook_ads,CN,Android,Google Pixel 8,1.3.0,18-24,F,1
U026695,2026-05-14 06:58:19,2026-05-14,facebook_ads,ID,Android,Huawei Mate 60,1.3.0,18-24,M,1
U026696,2026-05-15 00:57:31,2026-05-14,app_store,ID,Android,Samsung Galaxy S23,1.3.1,25-34,Unknown,1
U026697,,2026-05-14,app_store,JP,iOS,iPhone 13,1.2.1,25-34,M,1
U026698,2026-05-14 00:53:10,2026-05-14,organic,CN,iOS,iPhone 13,1.2.1,18-24,F,1
U026699,2026-05-14 02:31:49,2026-05-14,tiktok_ads,ID,Android,OPPO Reno11,1.3.0,35-44,F,1
U026700,2026-05-14 00:09:53,2026-05-14,google_ads,CN,Android,Huawei Mate 60,1.3.0,25-34,F,1
U026701,2026-05-14 02:26:15,2026-05-14,app_store,US,Android,Samsung Galaxy S23,1.3.0,18-24,F,1
U026702,2026-05-14 00:39:32,2026-05-14,organic,BR,Android,Redmi Note 13,1.3.0,18-24,M,1
U026703,2026-05-15 00:46:03,2026-05-14,app_store,US,Android,Xiaomi 14,1.3.0,18-24,F,1
U026704,2026-05-14 00:39:11,2026-05-14,tiktok_ads,ID,Android,Redmi Note 13,1.3.1,25-34,F,1
U026705,,2026-05-14,app_store,US,iOS,iPhone 11,1.3.1,25-34,M,1
U026706,,2026-05-14,organic,CN,Android,Redmi Note 13,1.2.1,25-34,M,1
U026707,2026-05-14 02:04:59,2026-05-14,facebook_ads,ID,Android,Huawei Mate 60,1.3.0,18-24,F,1
U026708,2026-05-14 01:25:59,2026-05-14,organic,CN,Android,OPPO Reno11,1.3.0,18-24,M,1
U026709,,2026-05-14,google_ads,JP,iOS,iPhone 13,1.3.0,25-34,M,1
U026710,2026-05-14 00:18:04,2026-05-14,organic,US,Android,Huawei Mate 60,1.3.0,18-24,F,1
U026711,2026-05-14 01:37:43,2026-05-14,facebook_ads,ID,Android,Xiaomi 14,1.3.0,18-24,F,1
U026712,2026-05-14 01:16:27,2026-05-14,app_store,CN,iOS,iPhone 12,1.2.1,45-54,F,1
U026713,2026-05-14 01:15:40,2026-05-14,organic,BR,Android,Samsung Galaxy S23,1.3.1,25-34,M,1
U026714,2026-05-14 01:20:29,2026-05-14,organic,US,iOS,iPhone 14,1.3.0,35-44,F,1
U026715,,2026-05-14,google_ads,CN,iOS,iPhone 13,1.3.0,18-24,M,1
U026716,2026-05-14 00:33:25,2026-05-14,organic,CN,Android,Xiaomi 14,1.3.1,25-34,F,1
U026717,2026-05-14 01:51:31,2026-05-14,organic,US,iOS,iPhone 12,1.3.0,45-54,M,1
U026718,2026-05-14 02:36:16,2026-05-14,google_ads,CN,Android,Redmi Note 13,1.3.0,18-24,F,1
U026719,2026-05-14 12:02:25,2026-05-14,app_store,JP,Android,Samsung Galaxy S23,1.3.1,18-24,F,1
U026720,2026-05-14 02:17:26,2026-05-14,organic,CN,Android,vivo X100,1.3.1,45-54,F,1
U026721,2026-05-14 01:22:53,2026-05-14,organic,BR,iOS,iPhone 13,1.3.1,18-24,F,1
U026722,2026-05-14 01:20:36,2026-05-14,organic,CN,iOS,iPhone 11,1.3.1,25-34,F,1
U026723,2026-05-14 00:26:57,2026-05-14,google_ads,CN,Android,Samsung Galaxy A54,1.2.1,25-34,F,1
U026724,2026-05-14 06:01:57,2026-05-14,organic,CN,Android,Samsung Galaxy S23,1.3.0,35-44,F,1
U026725,,2026-05-14,google_ads,US,iOS,iPhone 12,1.3.0,25-34,F,1
U026726,2026-05-14 02:31:40,2026-05-14,organic,JP,iOS,iPhone 15,1.3.1,25-34,M,1
U026727,2026-05-14 00:29:18,2026-05-14,referral,CN,Android,Samsung Galaxy A54,1.3.0,25-34,F,1
U026728,2026-05-14 02:06:54,2026-05-14,app_store,US,iOS,iPhone SE,1.3.1,25-34,F,1
U026729,2026-05-14 00:21:21,2026-05-14,app_store,US,iOS,iPhone SE,1.3.1,25-34,M,1
U026730,2026-05-14 01:22:19,2026-05-14,app_store,BR,iOS,iPhone 12,1.3.0,25-34,M,1
U026731,2026-05-14 00:55:33,2026-05-14,organic,JP,iOS,iPhone 13,1.3.1,18-24,F,1
U026732,2026-05-14 12:37:42,2026-05-14,app_store,CN,Android,Samsung Galaxy A54,1.3.1,35-44,F,1
U026733,2026-05-14 12:32:32,2026-05-14,tiktok_ads,JP,iOS,iPhone 14,1.3.0,18-24,M,1
U026734,2026-05-14 00:19:49,2026-05-14,organic,US,Android,vivo X100,1.3.0,25-34,M,1
U026735,2026-05-14 12:52:07,2026-05-14,tiktok_ads,BR,Android,Samsung Galaxy S23,1.2.1,18-24,F,1
U026736,,2026-05-14,organic,CN,Android,Xiaomi 14,1.3.0,18-24,M,1
